256; 61
257; 50
258; 182
259; 60
260; 105
261; 64
262; 59
263; 48
264; 187
265; 51
266; 85
267; 51
268; 64
269; 58
270; 190
271; 52
272; 111
273; 51
274; 58
275; 50
276; 186
277; 51
278; 105
279; 54
280; 61
281; 54
282; 174
283; 52
284; 99
285; 49
286; 62
287; 55
288; 194
289; 44
290; 99
291; 62
292; 59
293; 47
294; 189
295; 53
296; 100
297; 41
298; 62
299; 45
300; 191
301; 50
302; 121
303; 55
304; 63
305; 54
306; 176
307; 50
308; 92
309; 58
310; 67
311; 55
312; 175
313; 53
314; 94
315; 54
316; 67
317; 56
318; 206
319; 54
320; 116
321; 54
322; 64
323; 52
324; 190
325; 49
326; 92
327; 53
328; 56
329; 51
330; 184
331; 51
332; 92
333; 52
334; 55
335; 49
336; 206
337; 56
338; 112
339; 56
340; 62
341; 53
342; 174
343; 53
344; 104
345; 59
346; 65
347; 50
348; 171
349; 53
350; 116
351; 43
352; 63
353; 63
354; 192
355; 45
356; 95
357; 44
358; 59
359; 47
360; 181
361; 43
362; 91
363; 60
364; 68
365; 54
366; 162
367; 59
368; 123
369; 47
370; 47
371; 62
372; 152
373; 52
374; 111
375; 48
376; 63
377; 50
378; 169
379; 48
380; 103
381; 48
382; 63
383; 55
384; 184
385; 55
386; 110
387; 50
388; 69
389; 49
390; 180
391; 53
392; 116
393; 60
394; 59
395; 62
396; 174
397; 50
398; 128
399; 52
400; 70
401; 53
402; 170
403; 47
404; 126
405; 52
406; 58
407; 48
408; 163
409; 51
410; 110
411; 45
412; 53
413; 53
414; 155
415; 45
416; 114
417; 51
418; 66
419; 57
420; 180
421; 58
422; 119
423; 51
424; 50
425; 59
426; 184
427; 54
428; 132
429; 58
430; 56
431; 67
432; 163
433; 48
434; 122
435; 58
436; 67
437; 58
438; 184
439; 45
440; 127
441; 49
442; 59
443; 60
444; 155
445; 60
446; 127
447; 64
448; 62
449; 48
450; 169
451; 46
452; 143
453; 46
454; 52
455; 50
456; 175
457; 47
458; 126
459; 53
460; 60
461; 59
462; 163
463; 45
464; 144
465; 47
466; 69
467; 52
468; 149
469; 49
470; 140
471; 58
472; 59
473; 51
474; 165
475; 51
476; 142
477; 66
478; 58
479; 51
480; 156
481; 53
482; 152
483; 43
484; 46
485; 47
486; 137
487; 49
488; 144
489; 49
490; 65
491; 53
492; 158
493; 50
494; 130
495; 54
496; 68
497; 69
498; 157
499; 48
500; 148
501; 58
502; 52
503; 55
504; 135
505; 51
506; 134
507; 61
508; 53
509; 55
510; 146
511; 55
512; 136
513; 53
514; 57
515; 55
516; 152
517; 44
518; 145
519; 46
520; 52
521; 52
522; 143
523; 51
524; 146
525; 59
526; 72
527; 59
528; 146
529; 51
530; 143
531; 52
532; 52
533; 46
534; 145
535; 44
536; 152
537; 55
538; 57
539; 53
540; 136
541; 55
542; 146
543; 55
544; 53
545; 61
546; 134
547; 51
548; 135
549; 55
550; 52
551; 58
552; 148
553; 48
554; 157
555; 69
556; 68
557; 54
558; 130
559; 50
560; 158
561; 53
562; 65
563; 49
564; 144
565; 49
566; 137
567; 47
568; 46
569; 43
570; 152
571; 53
572; 156
573; 51
574; 58
575; 66
576; 142
577; 51
578; 165
579; 51
580; 59
581; 58
582; 140
583; 49
584; 149
585; 52
586; 69
587; 47
588; 144
589; 45
590; 163
591; 59
592; 60
593; 53
594; 126
595; 47
596; 175
597; 50
598; 52
599; 46
600; 143
601; 46
602; 169
603; 48
604; 62
605; 64
606; 127
607; 60
608; 155
609; 60
610; 59
611; 49
612; 127
613; 45
614; 184
615; 58
616; 67
617; 58
618; 122
619; 48
620; 163
621; 67
622; 56
623; 58
624; 132
625; 54
626; 184
627; 59
628; 50
629; 51
630; 119
631; 58
632; 180
633; 57
634; 66
635; 51
636; 114
637; 45
638; 155
639; 53
640; 53
641; 45
642; 110
643; 51
644; 163
645; 48
646; 58
647; 52
648; 126
649; 47
650; 170
651; 53
652; 70
653; 52
654; 128
655; 50
656; 174
657; 62
658; 59
659; 60
660; 116
661; 53
662; 180
663; 49
664; 69
665; 50
666; 110
667; 55
668; 184
669; 55
670; 63
671; 48
672; 103
673; 48
674; 169
675; 50
676; 63
677; 48
678; 111
679; 52
680; 152
681; 62
682; 47
683; 47
684; 123
685; 59
686; 162
687; 54
688; 68
689; 60
690; 91
691; 43
692; 181
693; 47
694; 59
695; 44
696; 95
697; 45
698; 192
699; 63
700; 63
701; 43
702; 116
703; 53
704; 171
705; 50
706; 65
707; 59
708; 104
709; 53
710; 174
711; 53
712; 62
713; 56
714; 112
715; 56
716; 206
717; 49
718; 55
719; 52
720; 92
721; 51
722; 184
723; 51
724; 56
725; 53
726; 92
727; 49
728; 190
729; 52
730; 64
731; 54
732; 116
733; 54
734; 206
735; 56
736; 67
737; 54
738; 94
739; 53
740; 175
741; 55
742; 67
743; 58
744; 92
745; 50
746; 176
747; 54
748; 63
749; 55
750; 121
751; 50
752; 191
753; 45
754; 62
755; 41
756; 100
757; 53
758; 189
759; 47
760; 59
761; 62
762; 99
763; 44
764; 194
765; 55
766; 62
767; 49
768; 99
769; 52
770; 174
771; 54
772; 61
773; 54
774; 105
775; 51
776; 186
777; 50
778; 58
779; 51
780; 111
781; 52
782; 190
783; 58
784; 64
785; 51
786; 85
787; 51
788; 187
789; 48
790; 59
791; 64
792; 105
793; 60
794; 182
795; 50
796; 61
797; 53
798; 99
799; 52
800; 189
801; 64
802; 71
803; 43
804; 75
805; 47
806; 201
807; 31
808; 60
809; 54
810; 99
811; 54
812; 190
813; 45
814; 61
815; 51
816; 90
817; 61
818; 196
819; 45
820; 58
821; 52
822; 88
823; 53
824; 184
825; 47
826; 60
827; 53
828; 88
829; 50
830; 196
831; 46
832; 63
833; 60
834; 90
835; 56
836; 216
837; 52
838; 53
839; 61
840; 90
841; 49
842; 204
843; 51
844; 67
845; 61
846; 95
847; 53
848; 192
849; 40
850; 67
851; 50
852; 87
853; 45
854; 205
855; 38
856; 73
857; 48
858; 59
859; 48
860; 213
861; 46
862; 44
863; 61
864; 89
865; 63
866; 210
867; 51
868; 56
869; 55
870; 89
871; 45
872; 215
873; 52
874; 65
875; 60
876; 90
877; 52
878; 196
879; 50
880; 55
881; 61
882; 74
883; 52
884; 194
885; 47
886; 52
887; 61
888; 73
889; 54
890; 196
891; 46
892; 68
893; 62
894; 93
895; 58
896; 203
897; 48
898; 61
899; 57
900; 79
901; 45
902; 222
903; 55
904; 45
905; 58
906; 63
907; 51
908; 202
909; 56
910; 50
911; 66
912; 69
913; 53
914; 221
915; 44
916; 63
917; 50
918; 83
919; 55
920; 243
921; 55
922; 53
923; 64
924; 77
925; 54
926; 206
927; 49
928; 51
929; 48
930; 87
931; 55
932; 213
933; 48
934; 59
935; 55
936; 67
937; 43
938; 217
939; 50
940; 53
941; 60
942; 68
943; 44
944; 207
945; 50
946; 49
947; 57
948; 65
949; 52
950; 219
951; 54
952; 66
953; 63
954; 66
955; 52
956; 226
957; 58
958; 47
959; 59
960; 65
961; 52
962; 223
963; 55
964; 50
965; 58
966; 51
967; 60
968; 229
969; 52
970; 61
971; 62
972; 65
973; 56
974; 221
975; 59
976; 68
977; 54
978; 68
979; 50
980; 213
981; 50
982; 54
983; 48
984; 61
985; 58
986; 222
987; 61
988; 57
989; 47
990; 66
991; 39
992; 221
993; 46
994; 60
995; 48
996; 56
997; 55
998; 225
999; 42
1000; 64
1001; 49
1002; 60
1003; 51
1004; 243
1005; 51
1006; 65
1007; 68
1008; 69
1009; 43
1010; 235
1011; 47
1012; 59
1013; 56
1014; 66
1015; 59
1016; 231
1017; 46
1018; 54
1019; 57
1020; 65
1021; 60
1022; 241
1023; 50
1024; 62
1025; 69
1026; 67
1027; 47
1028; 241
1029; 39
1030; 53
1031; 57
1032; 60
1033; 49
1034; 258
1035; 45
1036; 70
1037; 53
1038; 68
1039; 38
1040; 221
1041; 42
1042; 66
1043; 56
1044; 54
1045; 55
1046; 229
1047; 44
1048; 57
1049; 62
1050; 49
1051; 49
